accession_id	length	is_complete	is_annotated	isolate_collection_date	location	region	submitter_country	release_date	update_date
px584996.1	3190.0	none	true	2023-03-01	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584995.1	3190.0	none	true	2023-03-01	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584994.1	3190.0	none	true	2023-03-01	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584993.1	3190.0	none	true	2023-03-01	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584992.1	3190.0	none	true	2023-03-01	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584991.1	3190.0	none	true	2023-03-01	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584990.1	3190.0	none	true	2023-03-01	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584989.1	3190.0	none	true	2023-03-01	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584988.1	3190.0	none	true	2023-03-01	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584987.1	3190.0	none	true	2023-03-01	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584986.1	3190.0	none	true	2023-03-01	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584985.1	3190.0	none	true	2023-02-24	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584984.1	3190.0	none	true	2023-02-24	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584983.1	3190.0	none	true	2023-02-24	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584982.1	3190.0	none	true	2023-02-24	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584981.1	3190.0	none	true	2023-02-24	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584980.1	3190.0	none	true	2023-02-24	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584979.1	3190.0	none	true	2023-02-24	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584978.1	3190.0	none	true	2023-02-24	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584977.1	3190.0	none	true	2023-02-24	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584976.1	3190.0	none	true	2023-02-24	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584975.1	3190.0	none	true	2023-02-24	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584974.1	3190.0	none	true	2023-02-24	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584973.1	3190.0	none	true	2023-02-23	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584972.1	3190.0	none	true	2023-02-23	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584971.1	3190.0	none	true	2023-02-23	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584970.1	3190.0	none	true	2023-02-28	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584969.1	3190.0	none	true	2023-02-28	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584968.1	3190.0	none	true	2023-02-28	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584967.1	3190.0	none	true	2023-02-28	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584966.1	3190.0	none	true	2023-02-28	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584965.1	3190.0	none	true	2023-02-28	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584964.1	3190.0	none	true	2023-02-28	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584963.1	3190.0	none	true	2023-02-28	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584962.1	3190.0	none	true	2023-02-28	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584961.1	3190.0	none	true	2023-02-28	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584960.1	3190.0	none	true	2023-02-28	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584959.1	3190.0	none	true	2023-02-28	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584958.1	3190.0	none	true	2023-02-28	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584957.1	3190.0	none	true	2023-02-28	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584956.1	3190.0	none	true	2023-02-28	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584955.1	3190.0	none	true	2023-02-28	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584954.1	3190.0	none	true	2023-02-28	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584953.1	3190.0	none	true	2023-02-28	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584952.1	3190.0	none	true	2023-02-28	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584951.1	3190.0	none	true	2023-02-21	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584950.1	3190.0	none	true	2023-02-21	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584949.1	3190.0	none	true	2023-02-21	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584948.1	3190.0	none	true	2023-02-21	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584947.1	3190.0	none	true	2023-02-21	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584946.1	3190.0	none	true	2023-02-21	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584945.1	3190.0	none	true	2023-02-21	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584944.1	3190.0	none	true	2023-02-21	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584943.1	3190.0	none	true	2023-02-21	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584942.1	3190.0	none	true	2023-02-21	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584941.1	3190.0	none	true	2023-02-21	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584940.1	3190.0	none	true	2023-02-21	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584939.1	3190.0	none	true	2023-02-27	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584938.1	3190.0	none	true	2023-02-27	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584937.1	3190.0	none	true	2023-02-27	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584936.1	3190.0	none	true	2023-02-27	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584935.1	3190.0	none	true	2023-02-27	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584934.1	3190.0	none	true	2023-02-27	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584933.1	3190.0	none	true	2023-02-27	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584932.1	3190.0	none	true	2023-02-27	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584931.1	3134.0	none	true	2023-02-27	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584930.1	3190.0	none	true	2023-02-27	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584929.1	3190.0	none	true	2023-02-27	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584928.1	3190.0	none	true	2023-02-27	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584927.1	3190.0	none	true	2023-02-27	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584926.1	3190.0	none	true	2023-02-27	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584925.1	3190.0	none	true	2023-02-27	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584924.1	3190.0	none	true	2023-02-27	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584923.1	3190.0	none	true	2023-02-22	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584922.1	3190.0	none	true	2023-02-22	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584921.1	3190.0	none	true	2023-02-22	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584920.1	3190.0	none	true	2023-02-22	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584919.1	3190.0	none	true	2023-02-22	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584918.1	3190.0	none	true	2023-02-22	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584917.1	3190.0	none	true	2023-02-22	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584916.1	3190.0	none	true	2023-02-21	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584915.1	3190.0	none	true	2023-02-21	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584914.1	3190.0	none	true	2023-02-21	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584913.1	3190.0	none	true	2023-02-21	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584912.1	3190.0	none	true	2023-02-21	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584911.1	3190.0	none	true	2023-02-21	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584910.1	3190.0	none	true	2022-10-26	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584909.1	3190.0	none	true	2022-10-26	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584908.1	3190.0	none	true	2022-10-26	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584907.1	3190.0	none	true	2022-10-26	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584906.1	3190.0	none	true	2022-10-26	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584905.1	3190.0	none	true	2022-10-26	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584904.1	3190.0	none	true	2022-10-26	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584903.1	3190.0	none	true	2022-10-26	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584902.1	3190.0	none	true	2022-10-26	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584901.1	3190.0	none	true	2022-10-26	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584900.1	3190.0	none	true	2022-10-26	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584899.1	3190.0	none	true	2022-10-26	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584898.1	3190.0	none	true	2022-10-26	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584897.1	3190.0	none	true	2022-10-26	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584896.1	3190.0	none	true	2022-10-26	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584895.1	3190.0	none	true	2022-10-26	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584894.1	3190.0	none	true	2022-10-26	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584893.1	3190.0	none	true	2022-10-26	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584892.1	3190.0	none	true	2022-10-26	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584891.1	3190.0	none	true	2022-10-26	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584890.1	3190.0	none	true	2022-10-26	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584889.1	3190.0	none	true	2022-10-25	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584888.1	3190.0	none	true	2022-10-25	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584887.1	3190.0	none	true	2022-10-25	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584886.1	3190.0	none	true	2022-10-25	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584885.1	3190.0	none	true	2022-10-25	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584884.1	3190.0	none	true	2022-10-25	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584883.1	3190.0	none	true	2022-10-25	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584882.1	3190.0	none	true	2022-10-25	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584881.1	3190.0	none	true	2022-10-25	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584880.1	3190.0	none	true	2022-10-25	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584879.1	3190.0	none	true	2022-10-24	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584878.1	3190.0	none	true	2022-10-24	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584877.1	3190.0	none	true	2022-10-24	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584876.1	3190.0	none	true	2022-10-24	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584875.1	3190.0	none	true	2022-10-24	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584874.1	3190.0	none	true	2022-10-24	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584873.1	3190.0	none	true	2022-10-24	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584872.1	3190.0	none	true	2022-10-24	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584871.1	3190.0	none	true	2022-10-24	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584870.1	3190.0	none	true	2022-10-24	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584869.1	3190.0	none	true	2022-10-24	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584868.1	3190.0	none	true	2022-10-24	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584867.1	3190.0	none	true	2022-10-24	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584866.1	3190.0	none	true	2022-10-24	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584865.1	3190.0	none	true	2022-10-22	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584864.1	3190.0	none	true	2022-10-22	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584863.1	3190.0	none	true	2022-10-22	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584862.1	3190.0	none	true	2022-10-22	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584861.1	3190.0	none	true	2022-10-22	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584860.1	3190.0	none	true	2022-10-22	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584859.1	3190.0	none	true	2022-10-22	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584858.1	3190.0	none	true	2022-10-22	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584857.1	3190.0	none	true	2022-10-22	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584856.1	3190.0	none	true	2022-10-22	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584855.1	3190.0	none	true	2022-10-22	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584854.1	3190.0	none	true	2022-10-22	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584853.1	3190.0	none	true	2022-10-22	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584852.1	3190.0	none	true	2022-10-22	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584851.1	3190.0	none	true	2022-10-22	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584850.1	3190.0	none	true	2022-10-22	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584849.1	3190.0	none	true	2022-10-22	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584848.1	3190.0	none	true	2022-10-22	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584847.1	3190.0	none	true	2022-10-22	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584846.1	3190.0	none	true	2022-10-22	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584845.1	3190.0	none	true	2022-10-22	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584844.1	3190.0	none	true	2022-10-22	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584843.1	3190.0	none	true	2022-10-22	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584842.1	3190.0	none	true	2022-10-22	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584841.1	3190.0	none	true	2022-10-22	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584840.1	3190.0	none	true	2022-10-22	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584839.1	3190.0	none	true	2022-10-22	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584838.1	3190.0	none	true	2022-10-22	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584837.1	3190.0	none	true	2022-10-21	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584836.1	3190.0	none	true	2022-10-21	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584835.1	3190.0	none	true	2022-10-21	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584834.1	3190.0	none	true	2022-10-21	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584833.1	3190.0	none	true	2022-10-21	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584832.1	3190.0	none	true	2022-10-21	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584831.1	3190.0	none	true	2022-10-21	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584830.1	3190.0	none	true	2022-10-21	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584829.1	3190.0	none	true	2022-10-21	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584828.1	3190.0	none	true	2022-10-21	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584827.1	3190.0	none	true	2022-10-21	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584826.1	3190.0	none	true	2022-10-21	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584825.1	3190.0	none	true	2022-10-21	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584824.1	3190.0	none	true	2022-10-20	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584823.1	3190.0	none	true	2022-10-20	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584822.1	3190.0	none	true	2022-10-20	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584821.1	3190.0	none	true	2022-10-20	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584820.1	3190.0	none	true	2022-10-20	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584819.1	3190.0	none	true	2022-10-20	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584818.1	3190.0	none	true	2022-10-20	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584817.1	3190.0	none	true	2022-10-20	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584816.1	3190.0	none	true	2022-10-20	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584815.1	3190.0	none	true	2022-10-20	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584814.1	3133.0	none	true	2022-10-20	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584813.1	3190.0	none	true	2022-10-20	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584812.1	3190.0	none	true	2022-10-20	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584811.1	3190.0	none	true	2022-10-20	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584810.1	3190.0	none	true	2022-10-20	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584809.1	3190.0	none	true	2022-10-20	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584808.1	3190.0	none	true	2022-10-20	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584807.1	3190.0	none	true	2022-10-20	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584806.1	3190.0	none	true	2022-10-20	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584805.1	3190.0	none	true	2022-10-20	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584804.1	3190.0	none	true	2022-10-20	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584803.1	3190.0	none	true	2022-10-20	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584802.1	3190.0	none	true	2022-11-21	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584801.1	3190.0	none	true	2022-11-18	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584800.1	3190.0	none	true	2022-11-18	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584799.1	3190.0	none	true	2022-11-18	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584798.1	3190.0	none	true	2022-11-18	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584797.1	3190.0	none	true	2022-11-15	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584796.1	3190.0	none	true	2022-11-15	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584795.1	3190.0	none	true	2022-11-15	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584794.1	3190.0	none	true	2022-11-04	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584793.1	3190.0	none	true	2022-11-04	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584792.1	3190.0	none	true	2022-11-04	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584791.1	3190.0	none	true	2022-11-04	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584790.1	3190.0	none	true	2022-11-04	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
px584789.1	3190.0	none	true	2022-11-04	china	asia	china	2026-06-07t00:00:00z	2026-06-07t00:00:00z
