accession_id	length	is_complete	is_annotated	isolate_collection_date	location	region	submitter_country	release_date	update_date
PQ206569.1	7185.0			2019-03-16	China	Asia	China	2025-09-01T00:00:00Z	2025-09-01T00:00:00Z
PQ206568.1	7201.0			2019-03-16	China	Asia	China	2025-09-01T00:00:00Z	2025-09-01T00:00:00Z
PQ160068.1	7195.0		True	2017	Niger	Africa	Senegal	2025-01-22T00:00:00Z	2025-01-22T00:00:00Z
PQ160058.1	7177.0		True	2021	Niger	Africa	Senegal	2025-01-22T00:00:00Z	2025-01-22T00:00:00Z
PQ160057.1	7177.0		True	2021	Niger	Africa	Senegal	2025-01-22T00:00:00Z	2025-01-22T00:00:00Z
PQ160056.1	7177.0		True	2021	Niger	Africa	Senegal	2025-01-22T00:00:00Z	2025-01-22T00:00:00Z
PQ160055.1	7119.0		True	2021	Niger	Africa	Senegal	2025-01-22T00:00:00Z	2025-01-22T00:00:00Z
PQ160054.1	7135.0		True	2021	Niger	Africa	Senegal	2025-01-22T00:00:00Z	2025-01-22T00:00:00Z
PQ160053.1	7175.0		True	2021	Niger	Africa	Senegal	2025-01-22T00:00:00Z	2025-01-22T00:00:00Z
PQ160052.1	7067.0		True	2021	Niger	Africa	Senegal	2025-01-22T00:00:00Z	2025-01-22T00:00:00Z
PQ160051.1	7182.0		True	2021	Niger	Africa	Senegal	2025-01-22T00:00:00Z	2025-01-22T00:00:00Z
PQ160050.1	7178.0		True	2021	Niger	Africa	Senegal	2025-01-22T00:00:00Z	2025-01-22T00:00:00Z
PQ160049.1	7132.0		True	2021	Niger	Africa	Senegal	2025-01-22T00:00:00Z	2025-01-22T00:00:00Z
PQ160048.1	7183.0		True	2021	Niger	Africa	Senegal	2025-01-22T00:00:00Z	2025-01-22T00:00:00Z
PQ160047.1	7183.0		True	2021	Niger	Africa	Senegal	2025-01-22T00:00:00Z	2025-01-22T00:00:00Z
PQ160046.1	7181.0		True	2022	Niger	Africa	Senegal	2025-01-22T00:00:00Z	2025-01-22T00:00:00Z
PQ160045.1	7182.0		True	2022	Niger	Africa	Senegal	2025-01-22T00:00:00Z	2025-01-22T00:00:00Z
PP982543.1	7135.0		True	2022	France	Europe	France	2024-07-12T00:00:00Z	2024-07-12T00:00:00Z
PP706698.1	7100.0		True	2023-09-08	New Caledonia	Oceania	France	2024-09-28T00:00:00Z	2025-02-28T00:00:00Z
PP475173.1	7249.0		True	2016-07	China	Asia	China	2024-03-18T00:00:00Z	2024-03-18T00:00:00Z
PP291578.1	7212.0		True	2023-01	China	Asia	China	2024-02-14T00:00:00Z	2024-02-14T00:00:00Z
PP291577.1	7212.0		True	2023-03	China	Asia	China	2024-02-14T00:00:00Z	2024-02-14T00:00:00Z
PP271983.1	7173.0		True	2014-04-22	Senegal	Africa	Senegal	2024-08-09T00:00:00Z	2024-08-09T00:00:00Z
PP271982.1	7142.0		True	2014-05-07	Senegal	Africa	Senegal	2024-08-09T00:00:00Z	2024-08-09T00:00:00Z
OQ286030.1	7211.0		True	2021	Italy	Europe		2023-10-08T00:00:00Z	2023-10-08T00:00:00Z
MW837255.1	7265.0		True	2018-04-03	Germany	Europe	Germany	2022-02-09T00:00:00Z	2022-02-09T00:00:00Z
MW837253.1	7104.0		True	2017-10-09	Germany	Europe	Germany	2022-02-09T00:00:00Z	2022-02-09T00:00:00Z
MW835253.1	7224.0		True	2017-06-11	Saudi Arabia	Asia	Saudi Arabia	2022-07-12T00:00:00Z	2022-07-12T00:00:00Z
MW835252.1	7224.0		True	2017-06-11	Saudi Arabia	Asia	Saudi Arabia	2022-07-12T00:00:00Z	2022-07-12T00:00:00Z
MW596896.1	7229.0		True	2018	Uruguay	South America	Uruguay	2021-04-09T00:00:00Z	2021-04-09T00:00:00Z
MW383253.1	7314.0		True	2017-01-20	France	Europe	France	2021-03-23T00:00:00Z	2021-03-23T00:00:00Z
MW355404.1	7168.0		True	2019-03-31	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355403.1	7158.0		True	2017-01-30	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355402.1	7167.0		True	2019-08-15	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355401.1	7207.0		True	2017-03-14	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355400.1	7257.0		True	2018-10-01	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355399.1	7227.0		True	2017-01-22	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355398.1	7257.0		True	2019-08-25	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355397.1	7258.0		True	2017-02-06	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355396.1	7214.0		True	2018-09-18	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355395.1	7249.0		True	2018-10-23	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355394.1	7280.0		True	2019-02-19	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355393.1	7164.0		True	2019-05-22	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355392.1	7244.0		True	2018-09-24	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355391.1	7229.0		True	2017-05-10	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355390.1	7164.0		True	2017-08-08	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355389.1	7199.0		True	2018-12-19	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355388.1	7305.0		True	2017-10-06	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355387.1	7176.0		True	2018-07-01	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355386.1	7167.0		True	2018-10-17	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355385.1	7167.0		True	2017-02-16	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355384.1	7251.0		True	2019-04-29	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355383.1	7419.0		True	2018-07-01	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355382.1	7169.0		True	2019-04-02	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355381.1	7320.0		True	2017-08-06	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355380.1	7257.0		True	2019-07-15	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355379.1	7165.0		True	2018-11-28	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355378.1	7225.0		True	2018-11-14	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355377.1	7153.0		True	2017-08-27	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355376.1	7278.0		True	2018-01-10	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355375.1	7294.0		True	2018-09-20	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355374.1	7197.0		True	2019-02-04	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355373.1	7239.0		True	2018-10-17	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355372.1	7165.0		True	2018-08-20	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355371.1	7277.0		True	2018-10-17	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355370.1	7171.0		True	2019-03-25	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355369.1	7182.0		True	2017-12-07	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355368.1	7215.0		True	2019-01-08	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355367.1	7196.0		True	2019-02-12	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355366.1	7236.0		True	2019-02-12	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355365.1	7191.0		True	2018-07-01	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355364.1	7163.0		True	2018-09-10	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355363.1	7252.0		True	2017-10-02	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355362.1	7165.0		True	2017-07-05	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355361.1	7207.0		True	2018-07-18	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355360.1	7159.0		True	2017-06-08	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355359.1	7167.0		True	2019-04-11	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355358.1	7262.0		True	2017-07-09	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355357.1	7225.0		True	2017-04-18	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355356.1	7284.0		True	2018-11-26	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355355.1	7318.0		True	2018-07-17	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355354.1	7177.0		True	2019-04-11	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355353.1	7244.0		True	2018-08-05	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355352.1	7293.0		True	2017-10-08	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355351.1	7321.0		True	2017-03-28	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355350.1	7251.0		True	2019-05-14	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355349.1	7323.0		True	2018-09-17	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355348.1	7284.0		True	2019-04-02	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355347.1	7167.0		True	2019-05-19	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355346.1	7256.0		True	2019-04-11	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355345.1	7239.0		True	2018-01-24	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355344.1	7169.0		True	2019-08-19	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355343.1	7240.0		True	2018-11-01	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355342.1	7376.0		True	2018-12-17	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355341.1	7231.0		True	2018-07-01	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355340.1	7393.0		True	2019-02-06	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355339.1	7291.0		True	2019-02-12	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355338.1	7177.0		True	2018-12-04	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355337.1	7179.0		True	2019-04-28	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355336.1	7263.0		True	2019-05-11	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355335.1	7155.0		True	2017-03-29	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355334.1	7228.0		True	2017-08-09	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355333.1	7178.0		True	2017-06-21	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355332.1	7292.0		True	2018-01-08	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355331.1	7354.0		True	2018-07-17	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355330.1	7256.0		True	2019-08-05	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355329.1	7323.0		True	2017-03-17	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355328.1	7166.0		True	2019-04-18	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355327.1	7169.0		True	2017-08-20	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355326.1	7262.0		True	2019-05-15	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355325.1	7247.0		True	2019-04-17	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355324.1	7255.0		True	2018-08-28	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355323.1	7224.0		True	2018-06-29	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355322.1	7259.0		True	2017-04-20	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355321.1	7170.0		True	2017-12-06	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355320.1	7165.0		True	2019-06-30	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355319.1	7167.0		True	2018-07-01	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355318.1	7324.0		True	2018-08-27	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355317.1	7165.0		True	2018-10-15	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355316.1	7189.0		True	2018-09-17	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355315.1	7255.0		True	2019-03-18	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355314.1	7177.0		True	2019-02-12	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355313.1	7145.0		True	2017-12-07	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355312.1	7167.0		True	2018-04-26	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355311.1	7227.0		True	2017-07-12	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355310.1	7273.0		True	2019-04-11	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355309.1	7163.0		True	2019-08-15	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355308.1	7256.0		True	2019-08-04	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355307.1	7242.0		True	2019-02-13	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355306.1	7266.0		True	2019-02-05	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355305.1	7243.0		True	2017-07-03	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355304.1	7163.0		True	2019-04-11	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355303.1	7148.0		True	2018-06-23	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355302.1	7154.0		True	2019-05-14	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355301.1	7365.0		True	2018-05-31	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355300.1	7166.0		True	2019-04-18	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355299.1	7273.0		True	2018-02-18	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355298.1	7169.0		True	2018-11-27	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355297.1	7226.0		True	2018-08-26	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355296.1	7317.0		True	2019-02-07	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355295.1	7149.0		True	2018-01-23	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355294.1	7232.0		True	2018-11-13	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355293.1	7166.0		True	2019-01-02	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355292.1	7273.0		True	2019-04-01	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355291.1	7291.0		True	2018-03-22	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355290.1	7175.0		True	2019-05-13	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355289.1	7332.0		True	2018-10-10	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355288.1	7252.0		True	2018-08-23	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355287.1	7235.0		True	2018-10-10	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355286.1	7166.0		True	2019-07-01	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355285.1	7384.0		True	2019-05-22	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355284.1	7197.0		True	2018-01-04	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355283.1	7162.0		True	2018-10-10	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355282.1	7165.0		True	2019-02-12	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355281.1	7185.0		True	2017-06-11	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355280.1	7230.0		True	2018-07-01	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355279.1	7165.0		True	2017-07-18	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355278.1	7167.0		True	2018-07-04	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355277.1	7178.0		True	2018-10-10	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355276.1	7322.0		True	2019-02-02	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355275.1	7180.0		True	2019-01-30	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355274.1	7328.0		True	2019-03-07	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355273.1	7163.0		True	2019-04-11	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW002523.1	7270.0		True	2019	Australia	Oceania	Australia	2021-04-25T00:00:00Z	2021-04-25T00:00:00Z
MW002522.1	7190.0		True	2018	Australia	Oceania	Australia	2021-04-25T00:00:00Z	2021-04-25T00:00:00Z
MT920909.1	7233.0		True	2016	Germany	Europe	Germany	2021-06-29T00:00:00Z	2021-06-29T00:00:00Z
MT362712.1	7143.0		True	2017-11-29	Netherlands	Europe		2021-04-07T00:00:00Z	2021-04-07T00:00:00Z
MT362711.1	7167.0		True	2017-08-29	Netherlands	Europe		2021-04-07T00:00:00Z	2021-04-07T00:00:00Z
MW355272.1	7150.0		True	2018-06-05	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355271.1	7163.0		True	2018-12-12	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355270.1	7184.0		True	2018-12-06	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355269.1	7146.0		True	2018-08-12	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355268.1	7165.0		True	2019-07-28	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355267.1	7238.0		True	2017-02-08	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355266.1	7401.0		True	2019-04-02	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355265.1	7262.0		True	2017-06-11	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355264.1	7233.0		True	2018-07-01	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355263.1	7335.0		True	2018-07-01	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355262.1	7234.0		True	2018-09-06	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355261.1	7166.0		True	2019-04-16	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355260.1	7322.0		True	2018-09-12	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355259.1	7174.0		True	2019-05-05	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355258.1	7173.0		True	2019-03-28	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355257.1	7322.0		True	2018-10-22	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355256.1	7192.0		True	2018-10-10	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355255.1	7286.0		True	2019-03-11	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355254.1	7257.0		True	2019-08-13	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355253.1	7322.0		True	2018-08-29	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355252.1	7175.0		True	2019-03-14	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355251.1	7203.0		True	2018-10-10	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355250.1	7243.0		True	2018-11-21	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355249.1	7288.0		True	2018-08-28	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355248.1	7320.0		True	2018-11-08	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355247.1	7330.0		True	2018-10-17	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355246.1	7202.0		True	2018-11-11	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355245.1	7163.0		True	2019-04-03	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355244.1	7176.0		True	2017-02-06	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355243.1	7194.0		True	2018-07-12	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355242.1	7324.0		True	2018-02-21	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
MW355241.1	7257.0		True	2019-06-16	France	Europe	France	2021-03-03T00:00:00Z	2021-03-03T00:00:00Z
