sequence_id	is_recombinant	breakpoint_start	breakpoint_end	p_value	methods	parent_1	parent_2
MW355257.1	false	0	0				
MW355256.1	true	8409	10301	0.000000042248	3Seq	ref_KJ496144	ref_KJ013415
MW355255.1	true	44	8250	0.000000038685	3Seq	ref_KJ013415	ref_KJ496143
MW355254.1	true	7740	10306	0.000000459827	3Seq	ref_KJ496143	ref_KJ013415
MW355253.1	true	261	8308	0.000000000000	3Seq	ref_EU723513	ref_AB369687
MW355252.1	false	0	0				
MW355251.1	false	0	0				
MW355250.1	false	0	0				
MW355249.1	false	0	0				
MW355248.1	false	0	0				
MW355247.1	true	8429	10017	0.000000000715	3Seq	ref_AB369687	ref_EU723513
MW355246.1	true	7878	8325	0.000000132201	3Seq	ref_EU723513	ref_DQ450072
MW355245.1	true	8250	10294	0.000000004695	3Seq	ref_KJ496143	ref_KJ013415
MW355244.1	false	0	0				
MW355243.1	false	0	0				
MW355242.1	false	0	0				
MW355241.1	false	0	0				
MW355240.1	false	0	0				
MW355239.1	true	8409	10294	0.000000300073	3Seq	ref_KJ496143	ref_KJ013415
MW355238.1	true	567	8429	0.000000004808	3Seq	ref_EU723513	ref_AB369687
MW355237.1	false	0	0				
MW355236.1	true	7894	8338	0.000000000258	3Seq	ref_EU723513	ref_DQ450072
MW355235.1	true	7817	8570	0.000000045819	3Seq	ref_FJ906895	ref_DQ450072
MW355234.1	true	8250	10280	0.000000200739	3Seq	ref_KJ496144	ref_KJ013415
MW355233.1	true	44	8409	0.000000034024	3Seq	ref_KJ013415	ref_KJ496144
MW355232.1	true	8500	10294	0.000000103782	3Seq	ref_KJ496143	ref_KJ013415
MW355231.1	true	7817	8732	0.000000236991	3Seq	ref_FJ906895	ref_DQ450072
MW355230.1	false	0	0				
MW355229.1	true	103	8206	0.000000005340	3Seq	ref_KJ013415	ref_KJ496143
MW355228.1	false	0	0				
MW355227.1	false	0	0				
MW355226.1	true	7862	8570	0.000000130869	3Seq	ref_FJ906895	ref_DQ450072
MW355225.1	true	7804	8732	0.000000006426	3Seq	ref_JQ013791	ref_DQ450072
MW355224.1	true	8500	10294	0.000000014394	3Seq	ref_KJ496143	ref_KJ013415
MW355223.1	false	0	0				
MW355222.1	true	7884	8333	0.000000008621	3Seq	ref_KJ873911	ref_DQ450072
MW355221.1	true	7817	8732	0.000000006681	3Seq	ref_FJ906895	ref_DQ450072
MW355220.1	true	7874	10220	0.000000015655	3Seq	ref_KJ496143	ref_KJ013415
MW355219.1	true	103	8250	0.000000045291	3Seq	ref_KJ013415	ref_KJ496143
MW355218.1	true	8250	10184	0.000000025186	3Seq	ref_KJ496143	ref_KJ013415
MW355217.1	true	8250	10294	0.000000000157	3Seq	ref_KJ496143	ref_KJ013415
MT840367.1	true	103	8500	0.000000106802	3Seq	ref_KJ013415	ref_KJ496143
MT840366.1	true	7878	8358	0.000000075445	3Seq	ref_EU723513	ref_DQ450072
MT840363.1	true	103	8239	0.000000205138	3Seq	ref_KJ013415	ref_KJ496143
MT840362.1	true	7822	8732	0.000000095397	3Seq	ref_FJ906895	ref_DQ450072
MT840360.1	true	7822	8732	0.000000146210	3Seq	ref_FJ906895	ref_DQ450072
MT840359.1	true	7822	8732	0.000000085683	3Seq	ref_FJ906895	ref_DQ450072
MT364355.1	true	28	8405	0.000000000000	3Seq	ref_KJ013415	ref_JQ013791
MN646696.1	false	0	0				
MN646695.1	false	0	0				
MN646694.1	false	0	0				
MN646693.1	true	8429	10352	0.000000084716	3Seq	ref_AB369687	ref_EU723513
MN646692.1	false	0	0				
MN646691.1	true	8159	10182	0.000000155155	3Seq	ref_KJ496143	ref_KJ013415
MN646690.1	true	8159	10182	0.000000116987	3Seq	ref_KJ496143	ref_KJ013415
MN646689.1	false	0	0				
MN629976.1	true	8250	10184	0.000000172009	3Seq	ref_KJ496143	ref_KJ013415
MN614141.1	true	8250	10294	0.000000079784	3Seq	ref_KJ496143	ref_KJ013415
MN614140.1	true	8250	10294	0.000000114369	3Seq	ref_KJ496143	ref_KJ013415
MN614139.1	true	8250	10184	0.000000151945	3Seq	ref_KJ496143	ref_KJ013415
MN401237.1	false	0	0				
MK390971.1	false	0	0				
MK390970.1	false	0	0				
MK050463.1	true	44	8238	0.000000000000	3Seq	ref_KJ013415	ref_JQ953664
MH504152.1	true	44	8250	0.000000076569	3Seq	ref_KJ013415	ref_KJ496143
MH504151.1	true	1153	8632	0.000000412695	3Seq	ref_AJ272108	ref_DQ450072
MH504150.1	true	44	8159	0.000000054136	3Seq	ref_KJ013415	ref_KJ496143
MH504149.1	true	44	8206	0.000000203736	3Seq	ref_KJ013415	ref_KJ496143
MH504148.1	true	44	8436	0.000000086879	3Seq	ref_KJ013415	ref_KJ496143
MH504147.1	true	44	8167	0.000000110311	3Seq	ref_KJ013415	ref_KJ496143
MH504146.1	true	65	8239	0.000000020232	3Seq	ref_KJ013415	ref_KJ496143
MH504145.1	true	65	8159	0.000000086905	3Seq	ref_KJ013415	ref_KJ496143
MH504144.1	true	103	8250	0.000000000500	3Seq	ref_KJ013415	ref_KJ496143
MH504143.1	true	103	8409	0.000000007151	3Seq	ref_KJ013415	ref_KJ496143
MH504142.1	true	103	8409	0.000000007530	3Seq	ref_KJ013415	ref_KJ496143
MH504141.1	true	103	8409	0.000000006910	3Seq	ref_KJ013415	ref_KJ496143
MH504140.1	true	65	8436	0.000000007248	3Seq	ref_KJ013415	ref_KJ496143
MH504139.1	true	44	8250	0.000000244919	3Seq	ref_KJ013415	ref_KJ496143
MH504138.1	true	8250	10184	0.000000005547	3Seq	ref_KJ496143	ref_KJ013415
MH504137.1	true	44	8245	0.000000003553	3Seq	ref_KJ013415	ref_KJ496144
MH504136.1	true	8159	10301	0.000000001293	3Seq	ref_KJ496144	ref_KJ013415
MH504135.1	true	44	8245	0.000000022594	3Seq	ref_KJ013415	ref_KJ496144
MH504133.1	true	8502	10294	0.000000039862	3Seq	ref_KJ496143	ref_KJ013415
MH504132.1	true	9155	9488	0.000000000000	3Seq	ref_FJ705359	ref_M73218
MH504130.1	true	7882	8338	0.000000000275	3Seq	ref_EU723513	ref_DQ450072
MH504129.1	true	7861	8358	0.000000004291	3Seq	ref_EU723513	ref_DQ450072
MH504128.1	true	7822	8338	0.000000011652	3Seq	ref_EU723513	ref_DQ450072
MH504127.1	true	8250	10184	0.000000001894	3Seq	ref_KJ496143	ref_KJ013415
MH504126.1	true	7861	8358	0.000000038926	3Seq	ref_EU723513	ref_DQ450072
MH504125.1	true	44	8245	0.000000043177	3Seq	ref_KJ013415	ref_KJ496144
MH504124.1	true	44	8409	0.000000009608	3Seq	ref_KJ013415	ref_KJ496144
MH450031.1	false	0	0				
MH450030.1	false	0	0				
MH450029.1	false	0	0				
MH450028.1	false	0	0				
MH450027.1	false	0	0				
MH450026.1	false	0	0				
MH450025.1	false	0	0				
MH450024.1	false	0	0				
MH450023.1	true	849	1177	0.000000006714	3Seq	ref_AB369687	ref_AF082843
MH450022.1	true	7790	8385	0.000000000193	3Seq	ref_EU723513	ref_DQ450072
MH450021.1	true	44	8245	0.000000188917	3Seq	ref_KJ013415	ref_KJ496144
MH450020.1	false	0	0				
MF444145.1	true	7814	8320	0.000000002623	3Seq	ref_EU723513	ref_DQ450072
MF444144.1	true	8500	10182	0.000000071769	3Seq	ref_KJ496143	ref_KJ013415
MF444143.1	true	44	8409	0.000000065990	3Seq	ref_KJ013415	ref_KJ496143
MF444142.1	false	0	0				
MF444141.1	false	0	0				
MF444140.1	false	0	0				
MF444139.1	false	0	0				
MF444138.1	false	0	0				
MF444137.1	true	8429	10109	0.000000017414	3Seq	ref_AB369687	ref_EU723513
MF444136.1	true	7846	8325	0.000000036500	3Seq	ref_EU723513	ref_DQ450072
MF444135.1	false	0	0				
MF444134.1	false	0	0				
MF444133.1	true	266	8429	0.000000000000	3Seq	ref_EU723513	ref_AB369687
MF444132.1	false	0	0				
MF444131.1	true	8250	10317	0.000000048589	3Seq	ref_KJ496143	ref_KJ013415
MF444130.1	false	0	0				
MF444129.1	false	0	0				
MF444128.1	true	103	8250	0.000000001680	3Seq	ref_KJ013415	ref_KJ496143
MF444127.1	false	0	0				
MF444126.1	false	0	0				
MF444125.1	false	0	0				
MF444124.1	true	8429	10352	0.000000044847	3Seq	ref_AB369687	ref_EU723513
MF444123.1	false	0	0				
MF444122.1	true	8250	10294	0.000000000157	3Seq	ref_KJ496143	ref_KJ013415
MF444121.1	true	44	8250	0.000000064412	3Seq	ref_KJ013415	ref_KJ496143
MF444120.1	true	7814	8325	0.000000248357	3Seq	ref_EU723513	ref_DQ450072
MF444119.1	false	0	0				
MF444118.1	false	0	0				
MF444117.1	false	0	0				
MF444116.1	false	0	0				
MF444115.1	true	8250	10184	0.000000046885	3Seq	ref_KJ496143	ref_KJ013415
MF444114.1	true	44	8250	0.000000015155	3Seq	ref_KJ013415	ref_KJ496143
MF444086.1	true	8159	10182	0.000000200932	3Seq	ref_KJ496143	ref_KJ013415
MF444083.1	false	0	0				
MF444033.1	false	0	0				
KY436898.1	true	105	8330	0.000000000000	3Seq	ref_KJ013415	ref_AB290312
MH377727.1	true	4270	5476	0.000000000062	3Seq	ref_FJ705359	ref_FJ998008
MH377726.1	false	0	0				
MH377725.1	true	1838	5238	0.000000000000	3Seq	ref_EU360977	ref_FJ998008
MH377724.1	true	103	8436	0.000000277441	3Seq	ref_KJ013415	ref_KJ496143
MH377723.1	true	5535	6127	0.000000000000	3Seq	ref_FJ705359	ref_FJ998008
MH377722.1	true	8500	10284	0.000000030211	3Seq	ref_KJ496144	ref_KJ013415
MH377721.1	true	7886	8324	0.000000392724	3Seq	ref_AB248521	ref_DQ450072
MH184584.1	true	44	8500	0.000000009410	3Seq	ref_KJ013415	ref_KJ496143
MH184583.1	true	44	8436	0.000000281117	3Seq	ref_KJ013415	ref_KJ496143
MH184582.1	true	103	8250	0.000000053714	3Seq	ref_KJ013415	ref_KJ496143
MH184581.1	true	65	8500	0.000000000375	3Seq	ref_KJ013415	ref_KJ496143
MH184580.1	true	65	8250	0.000000000043	3Seq	ref_KJ013415	ref_KJ496143
MH184579.1	true	65	8500	0.000000049026	3Seq	ref_KJ013415	ref_KJ496143
MG783570.1	true	44	8409	0.000000040065	3Seq	ref_KJ013415	ref_KJ496143
MG783569.1	true	103	8250	0.000000026286	3Seq	ref_KJ013415	ref_KJ496143
MG674164.1	false	0	0				
MG573193.1	true	7897	8338	0.000000046193	3Seq	ref_EU723513	ref_DQ450072
MG211751.1	true	72	8262	0.000000000000	3Seq	ref_KJ013415	ref_FJ705359
MG211750.1	true	44	8262	0.000000000000	3Seq	ref_KJ013415	ref_FJ705359
MF959765.1	true	103	8500	0.000000218829	3Seq	ref_KJ013415	ref_KJ496143
MF959764.1	false	0	0				
MF480298.1	true	44	8250	0.000000000000	3Seq	ref_KJ013415	ref_FJ998008
MF480297.1	true	81	8239	0.000000000000	3Seq	ref_KJ013415	ref_AF082843
MF444113.1	true	1300	8567	0.000000133542	3Seq	ref_AJ272108	ref_DQ450072
MF444112.1	true	28	8206	0.000000306220	3Seq	ref_KJ013415	ref_KJ496143
MF444111.1	true	8500	10294	0.000000020180	3Seq	ref_KJ496143	ref_KJ013415
MF444110.1	true	7855	8308	0.000000115798	3Seq	ref_EU723513	ref_DQ450072
MF444109.1	false	0	0				
MF444108.1	true	261	8329	0.000000000000	3Seq	ref_EU723513	ref_AB369687
MF444107.1	true	8429	10103	0.000000007983	3Seq	ref_AB369687	ref_EU723513
MF444106.1	true	8250	10294	0.000000049998	3Seq	ref_KJ496143	ref_KJ013415
MF444105.1	false	0	0				
MF444104.1	false	0	0				
MF444103.1	false	0	0				
MF444102.1	false	0	0				
MF444101.1	false	0	0				
MF444100.1	false	0	0				
MF444099.1	true	44	8405	0.000000000000	3Seq	ref_KJ013415	ref_JQ013791
MF444098.1	false	0	0				
MF444097.1	false	0	0				
MF444096.1	false	0	0				
MF444095.1	true	261	8429	0.000000000000	3Seq	ref_EU723513	ref_AB369687
MF444094.1	false	0	0				
MF444093.1	true	261	8429	0.000000069426	3Seq	ref_EU723513	ref_AB369687
MF444092.1	false	0	0				
MF444091.1	false	0	0				
MF444090.1	true	65	8206	0.000000144462	3Seq	ref_KJ013415	ref_KJ496143
MF444089.1	false	0	0				
MF444088.1	true	103	8409	0.000000202644	3Seq	ref_KJ013415	ref_KJ496143
MF444087.1	false	0	0				
MF444085.1	true	8250	10166	0.000000016212	3Seq	ref_KJ496143	ref_KJ013415
MF444084.1	false	0	0				
MF444082.1	true	8409	10174	0.000000463339	3Seq	ref_KJ496143	ref_KJ013415
MF444081.1	false	0	0				
MF444080.1	false	0	0				
MF444079.1	false	0	0				
MF444078.1	false	0	0				
MF444077.1	true	7814	8308	0.000000007296	3Seq	ref_EU723513	ref_DQ450072
MF444076.1	false	0	0				
MF444075.1	false	0	0				
MF444074.1	true	8424	10240	0.000000000000	3Seq	ref_FJ998008	ref_KJ013415
MF444073.1	true	8429	10017	0.000000234221	3Seq	ref_AB369687	ref_EU723513
MF444072.1	true	44	8409	0.000000001837	3Seq	ref_KJ013415	ref_KJ496143
MF444071.1	true	8500	10174	0.000000002193	3Seq	ref_KJ496143	ref_KJ013415
MF444070.1	false	0	0				
MF444069.1	false	0	0				
MF444068.1	true	261	8429	0.000000283865	3Seq	ref_EU723513	ref_AB369687
MF444067.1	false	0	0				
MF444066.1	true	8429	10017	0.000000000784	3Seq	ref_AB369687	ref_EU723513
MF444065.1	true	8250	10294	0.000000004187	3Seq	ref_KJ496143	ref_KJ013415
MF444064.1	true	7817	8732	0.000000050751	3Seq	ref_FJ906895	ref_DQ450072
MF444063.1	true	44	8250	0.000000001650	3Seq	ref_KJ013415	ref_KJ496143
MF444062.1	false	0	0				
MF444061.1	true	8429	10017	0.000000006426	3Seq	ref_AB369687	ref_EU723513
MF444060.1	false	0	0				
MF444059.1	false	0	0				
MF444058.1	false	0	0				
MF444057.1	true	261	8429	0.000000000000	3Seq	ref_EU723513	ref_AB369687
MF444056.1	true	7855	8338	0.000000178528	3Seq	ref_EU723513	ref_DQ450072
MF444055.1	true	8429	10352	0.000000001033	3Seq	ref_AB369687	ref_EU723513
MF444054.1	false	0	0				
MF444053.1	false	0	0				
MF444052.1	false	0	0				
MF444051.1	false	0	0				
MF444050.1	true	8429	10352	0.000000084716	3Seq	ref_AB369687	ref_EU723513
MF444049.1	true	8250	10294	0.000000000470	3Seq	ref_KJ496143	ref_KJ013415
MF444048.1	false	0	0				
MF444047.1	false	0	0				
MF444046.1	false	0	0				
MF444045.1	false	0	0				
MF444044.1	true	8500	10174	0.000000050671	3Seq	ref_KJ496143	ref_KJ013415
MF444043.1	true	8501	10294	0.000000135234	3Seq	ref_KJ496143	ref_KJ013415
MF444042.1	true	8500	10294	0.000000000556	3Seq	ref_KJ496143	ref_KJ013415
MF444041.1	false	0	0				
MF444040.1	true	261	8478	0.000000004515	3Seq	ref_EU723513	ref_AB369687
MF444039.1	false	0	0				
MF444038.1	false	0	0				
MF444037.1	true	7814	8308	0.000000057747	3Seq	ref_EU723513	ref_DQ450072
MF444036.1	true	8429	10109	0.000000020987	3Seq	ref_AB369687	ref_EU723513
MF444035.1	false	0	0				
MF444034.1	false	0	0				
MF444032.1	false	0	0				
MF444031.1	true	44	8206	0.000000000096	3Seq	ref_KJ013415	ref_KJ496143
MF444030.1	true	7872	10317	0.000000000221	3Seq	ref_KJ496143	ref_KJ013415
MF444029.1	false	0	0				
MF444028.1	false	0	0				
MF444027.1	false	0	0				
MF346773.1	false	0	0				
MF346772.1	false	0	0				
KY766999.1	false	0	0				
KY496200.1	true	72	8405	0.000000000000	3Seq	ref_KJ013415	ref_JQ013791
KY232313.1	false	0	0				
KY232312.1	false	0	0				
KX227751.1	true	28	8405	0.000000000000	3Seq	ref_KJ013415	ref_JQ013791
KX172133.1	true	44	8245	0.000000015423	3Seq	ref_KJ013415	ref_KJ496144
KU980235.1	true	103	8436	0.000000163104	3Seq	ref_KJ013415	ref_KJ496143
KU747142.1	false	0	0				
KU747141.1	false	0	0				
KU513561.1	false	0	0				
KU176132.1	true	7814	8325	0.000000153229	3Seq	ref_EU723513	ref_DQ450072
KU176131.1	true	7814	8308	0.000000014853	3Seq	ref_EU723513	ref_DQ450072
KU176130.1	true	7878	8378	0.000000079662	3Seq	ref_EU723513	ref_DQ450072
